id,year,month,day,hr,min,sec,Lat,Lon,depth,Mw,time_date
856,2017,11,20,5,47,9,29.36,104.07,15,3,20/11/2017 5:47
857,2017,12,8,13,2,5,29.37,98.75,6,3.3,8/12/2017 13:02
858,2017,12,15,2,54,26,35.14,101.88,7,5.1,15/12/2017 2:54
859,2017,12,15,20,38,22,35.13,101.88,7,4.4,15/12/2017 20:38
860,2017,12,30,12,13,18,27.9,101.43,12,3.4,30/12/2017 12:13
861,2018,1,5,19,28,50,29.92,106.37,8,3.3,5/1/2018 19:28
862,2018,1,19,1,52,55,32.6,105.35,12,3.1,19/1/2018 1:52
863,2018,1,20,8,36,51,32.06,104.42,20,3.2,20/1/2018 8:36
864,2018,2,2,17,39,23,36.71,106.08,7,3.4,2/2/2018 17:39
865,2018,2,15,11,27,40,27.23,99.97,16,3.3,15/2/2018 11:27
866,2018,2,18,11,44,12,32.28,105.02,20,4.1,18/2/2018 11:44
867,2018,2,22,8,10,48,30.46,101.55,19,3.6,22/2/2018 8:10
868,2018,2,24,17,55,33,30.48,101.54,17,3.5,24/2/2018 17:55
869,2018,2,27,3,0,53,29.4,102.13,18,3.2,27/2/2018 3:00
870,2018,2,27,21,42,30,31.6,103.46,18,3.5,27/2/2018 21:42
871,2018,3,15,14,1,1,29.57,104.78,12,3.4,15/3/2018 14:01
872,2018,3,18,3,31,0,28.12,104.7,10,3.3,18/3/2018 3:31
873,2018,3,25,8,40,38,28.93,105.46,6,3.3,25/3/2018 8:40
874,2018,3,30,9,28,13,29.5,104.55,13,3.1,30/3/2018 9:28
875,2018,4,13,18,16,53,31.02,103.2,21,3.2,13/4/2018 18:16
876,2018,4,15,22,46,33,29.37,105.38,7,3.2,15/4/2018 22:46
877,2018,4,21,5,14,26,31.73,104.13,19,3.3,21/4/2018 5:14
878,2018,5,2,4,28,44,28.5,102.7,14,3.2,2/5/2018 4:28
879,2018,5,2,7,10,51,32.61,105.37,14,3.3,2/5/2018 7:10
880,2018,5,5,0,36,45,28.39,104.77,8,3.6,5/5/2018 0:36
881,2018,5,8,23,11,33,28.1,103.47,7,4,8/5/2018 23:11
882,2018,5,16,16,44,2,29.2,102.26,11,3.3,16/5/2018 16:44
883,2018,5,16,16,46,12,29.23,102.31,10,4.5,16/5/2018 16:46
884,2018,5,16,16,46,41,29.19,102.27,10,4.3,16/5/2018 16:46
885,2018,5,18,2,40,28,27.41,103.96,4,3,18/5/2018 2:40
886,2018,6,8,11,11,37,33.24,98.79,22,3.1,8/6/2018 11:11
887,2018,6,29,8,42,20,32.13,104.65,18,4.2,29/6/2018 8:42
888,2018,7,6,13,19,45,30.36,103.29,20,3.5,6/7/2018 13:19
889,2018,7,13,9,21,37,36.23,106.1,8,3.5,13/7/2018 9:21
890,2018,7,22,8,44,13,33.11,102.34,22,3.4,22/7/2018 8:44
891,2018,7,23,6,43,49,29.55,104.53,14,3.4,23/7/2018 6:43
892,2018,7,23,7,2,4,29.55,104.55,14,4.2,23/7/2018 7:02
893,2018,8,4,22,56,43,27.92,101.35,14,3.5,4/8/2018 22:56
894,2018,8,10,17,9,52,28.12,104.85,5,3,10/8/2018 17:09
895,2018,8,11,1,17,29,27.19,103.9,10,3.1,11/8/2018 1:17
896,2018,8,11,14,11,32,28.62,103.29,14,4.1,11/8/2018 14:11
897,2018,8,14,11,10,58,32.72,97.15,8,3.1,14/8/2018 11:10
898,2018,8,15,21,28,10,27.37,103.95,5,4.3,15/8/2018 21:28
899,2018,8,18,1,36,38,27.4,103.98,10,4.1,18/8/2018 1:36
900,2018,8,29,4,46,42,27.93,101.43,13,3.6,29/8/2018 4:46
901,2018,9,12,19,6,34,32.75,105.67,11,5.3,12/9/2018 19:06
902,2018,9,21,9,51,58,29.48,104.52,10,3.3,21/9/2018 9:51
903,2018,9,23,23,43,28,27.91,101.34,16,3.1,23/9/2018 23:43
904,2018,9,26,1,15,39,29.47,104.54,15,3.1,26/9/2018 1:15
905,2018,10,24,17,58,46,28.92,105.44,5,3.2,24/10/2018 17:58
906,2018,10,30,5,0,4,28.09,103.52,11,3.3,30/10/2018 5:00
907,2018,10,31,16,29,56,27.62,102.09,20,5.1,31/10/2018 16:29
908,2018,11,12,10,26,42,28.24,104.92,8,3.1,12/11/2018 10:26
909,2018,11,20,6,1,11,27.7,102.09,18,3.3,20/11/2018 6:01
910,2018,11,26,14,8,28,29.47,104.49,7,3.1,26/11/2018 14:08
911,2018,12,13,23,32,52,29.6,98.84,10,4.9,13/12/2018 23:32
912,2018,12,13,23,39,44,29.65,98.87,10,4.5,13/12/2018 23:39
913,2018,12,14,1,15,6,29.59,98.8,5,3.3,14/12/2018 1:15
914,2018,12,14,1,38,15,29.6,98.81,6,3.1,14/12/2018 1:38
915,2018,12,14,1,42,40,29.6,98.81,7,3.2,14/12/2018 1:42
916,2018,12,16,12,46,7,28.24,104.95,12,5.7,16/12/2018 12:46
917,2018,12,28,16,21,8,28.15,104.66,7,3.6,28/12/2018 16:21
918,2019,1,3,8,48,8,28.19,104.88,15,5.1,3/1/2019 8:48
919,2019,1,4,15,59,31,28.37,104.93,4,3.2,4/1/2019 15:59
920,2019,1,8,8,49,25,28.49,99.38,14,3.3,8/1/2019 8:49
921,2019,1,11,17,49,50,31.77,102.28,14,3.9,11/1/2019 17:49
922,2019,1,15,23,52,24,28.08,105.06,5,3.5,15/1/2019 23:52
923,2019,1,20,0,38,23,28.25,104.85,8,3.4,20/1/2019 0:38
924,2019,1,20,8,35,49,30.83,103.22,25,3.5,20/1/2019 8:35
925,2019,1,21,21,37,30,28.93,105.42,9,3,21/1/2019 21:37
926,2019,1,23,14,40,37,29.52,104.49,8,3.3,23/1/2019 14:40
927,2019,1,24,15,51,55,36.7,105.21,17,3.4,24/1/2019 15:51
928,2019,1,30,9,53,37,32.29,104.98,20,3.4,30/1/2019 9:53
929,2019,1,31,13,14,59,34.28,102.36,13,3,31/1/2019 13:14
930,2019,2,1,12,12,29,31.36,98.47,7,3.5,1/2/2019 12:12
931,2019,2,2,5,26,6,27.09,100.9,12,4.1,2/2/2019 5:26
932,2019,2,8,0,29,12,29.57,104.79,9,3.1,8/2/2019 0:29
933,2019,2,8,18,0,45,29.05,102.37,23,3.7,8/2/2019 18:00
934,2019,2,10,5,36,1,31.63,104.01,24,3.3,10/2/2019 5:36
935,2019,2,12,10,55,20,29.59,104.79,6,3.2,12/2/2019 10:55
936,2019,2,23,1,42,58,32.62,105.37,15,3.1,23/2/2019 1:42
937,2019,2,23,3,36,33,29.05,97.13,8,3.4,23/2/2019 3:36
938,2019,2,24,5,38,9,29.48,104.49,5,4.4,24/2/2019 5:38
939,2019,2,25,8,40,27,29.48,104.52,5,4.2,25/2/2019 8:40
940,2019,2,25,13,15,58,29.47,104.5,5,4.9,25/2/2019 13:15
941,2019,3,4,2,6,28,28.07,103.53,7,3,4/3/2019 2:06
942,2019,3,8,19,14,30,29.45,104.53,3,3.2,8/3/2019 19:14
943,2019,3,14,13,32,43,34.97,101.84,10,4.3,14/3/2019 13:32
944,2019,3,31,4,8,36,28.92,105.4,19,3,31/3/2019 4:08
945,2019,4,1,11,11,5,31.99,101.82,17,3.5,1/4/2019 11:11
946,2019,4,10,3,51,51,28.07,103.52,5,3.1,10/4/2019 3:51
947,2019,4,16,4,17,43,32.32,105.13,21,3.6,16/4/2019 4:17
948,2019,4,24,23,55,25,28.09,103.33,0,3.1,24/4/2019 23:55
949,2019,4,27,1,19,12,28.15,104.78,10,3.6,27/4/2019 1:19
950,2019,5,2,15,57,59,30.39,102.99,14,4.4,2/5/2019 15:57
951,2019,5,13,14,25,4,34.26,104.8,13,3.2,13/5/2019 14:25
952,2019,5,16,4,33,33,28.06,103.53,10,4.7,16/5/2019 4:33
953,2019,5,18,13,20,1,32.02,104.42,19,3.2,18/5/2019 13:20
954,2019,6,4,2,9,3,27.59,101.21,23,3.2,4/6/2019 2:09
955,2019,6,5,0,32,53,33.31,105.19,9,3.1,5/6/2019 0:32
956,2019,6,5,15,26,58,28.11,103.63,8,4,5/6/2019 15:26
957,2019,6,16,20,51,13,33.36,103.76,15,3.4,16/6/2019 20:51
958,2019,6,17,22,55,43,28.34,104.96,8,6,17/6/2019 22:55
959,2019,6,17,22,56,27,28.42,104.78,8,3.5,17/6/2019 22:56
960,2019,6,17,22,57,33,28.4,104.85,7,3,17/6/2019 22:57
961,2019,6,17,23,2,36,28.4,104.85,3,3.1,17/6/2019 23:02
962,2019,6,17,23,3,7,28.39,104.87,6,3.3,17/6/2019 23:03
963,2019,6,17,23,3,59,28.4,104.84,4,3.1,17/6/2019 23:03
964,2019,6,17,23,9,1,28.4,104.85,3,3.5,17/6/2019 23:09
965,2019,6,17,23,23,31,28.39,104.9,4,3,17/6/2019 23:23
966,2019,6,17,23,36,3,28.47,104.72,10,5.3,17/6/2019 23:36
967,2019,6,18,0,29,8,28.43,104.93,8,4.2,18/6/2019 0:29
968,2019,6,18,0,37,56,28.41,104.95,8,4.3,18/6/2019 0:37
969,2019,6,18,0,39,10,28.36,104.94,3,3.6,18/6/2019 0:39
970,2019,6,18,1,1,24,28.41,104.79,5,3.1,18/6/2019 1:01
971,2019,6,18,2,58,18,28.41,104.81,5,3.1,18/6/2019 2:58
972,2019,6,18,4,11,8,28.43,104.75,8,3.4,18/6/2019 4:11
973,2019,6,18,5,3,24,28.37,104.99,8,4.6,18/6/2019 5:03
974,2019,6,18,5,4,3,28.43,104.8,2,3.7,18/6/2019 5:04
975,2019,6,18,5,49,15,28.41,104.8,7,3.7,18/6/2019 5:49
976,2019,6,18,7,34,32,28.39,104.95,9,5.1,18/6/2019 7:34
977,2019,6,18,8,14,52,28.42,104.81,8,3.4,18/6/2019 8:14
978,2019,6,18,13,23,42,28.42,104.79,7,3.2,18/6/2019 13:23
979,2019,6,18,14,38,36,28.43,104.73,9,3.5,18/6/2019 14:38
980,2019,6,18,18,53,58,28.39,104.86,4,3.1,18/6/2019 18:53
981,2019,6,19,3,25,29,28.41,104.82,6,3,19/6/2019 3:25
982,2019,6,20,1,44,32,28.42,104.75,7,3.2,20/6/2019 1:44
983,2019,6,20,10,55,52,28.4,104.83,5,3,20/6/2019 10:55
984,2019,6,20,13,17,12,28.43,104.75,10,3.1,20/6/2019 13:17
985,2019,6,20,14,28,59,28.43,104.76,8,3.1,20/6/2019 14:28
986,2019,6,20,20,58,45,28.43,104.73,9,3.5,20/6/2019 20:58
987,2019,6,20,22,1,16,28.41,104.75,6,3.6,20/6/2019 22:01
988,2019,6,21,6,56,49,28.44,104.78,5,3.3,21/6/2019 6:56
989,2019,6,21,10,1,36,28.42,104.79,8,3.1,21/6/2019 10:01
990,2019,6,21,15,9,55,28.44,104.76,7,3.4,21/6/2019 15:09
991,2019,6,22,9,28,4,28.42,104.82,8,3.1,22/6/2019 9:28
992,2019,6,22,9,29,24,28.42,104.81,6,3.2,22/6/2019 9:29
993,2019,6,22,20,30,26,28.39,104.83,6,3.4,22/6/2019 20:30
994,2019,6,22,22,29,56,28.4,104.94,10,5.6,22/6/2019 22:29
995,2019,6,23,5,8,23,28.44,104.78,9,3.4,23/6/2019 5:08
996,2019,6,23,8,28,18,28.39,104.82,7,4.5,23/6/2019 8:28
997,2019,6,23,16,6,50,28.33,104.88,3,3.1,23/6/2019 16:06
998,2019,6,24,4,47,22,28.43,104.79,6,3.2,24/6/2019 4:47
999,2019,6,24,7,34,58,28.4,104.84,6,3.6,24/6/2019 7:34
1000,2019,6,24,9,23,15,28.45,104.79,8,4,24/6/2019 9:23
1001,2019,6,26,0,33,17,28.42,104.81,8,3.3,26/6/2019 0:33
1002,2019,6,26,0,33,39,28.42,104.8,5,3.2,26/6/2019 0:33
1003,2019,6,27,4,55,53,28.44,104.8,7,3.3,27/6/2019 4:55
1004,2019,6,27,16,1,20,28.2,104.94,5,3.7,27/6/2019 16:01
1005,2019,6,29,22,8,17,28.44,104.75,8,3.4,29/6/2019 22:08
1006,2019,6,30,3,9,28,31.01,98.98,20,3,30/6/2019 3:09
1007,2019,6,30,21,32,30,28.46,104.8,6,3.1,30/6/2019 21:32
1008,2019,7,3,12,26,53,28.39,104.85,9,4.6,3/7/2019 12:26
1009,2019,7,4,6,45,19,28.4,104.85,8,3.4,4/7/2019 6:45
1010,2019,7,4,10,17,57,28.4,104.78,8,5.5,4/7/2019 10:17
1011,2019,7,19,1,21,28,28.18,104.74,9,3.4,19/7/2019 1:21
1012,2019,7,22,16,26,37,28.39,104.94,8,4,22/7/2019 16:26
1013,2019,7,30,1,4,34,28.2,104.73,9,3.8,30/7/2019 1:04
1014,2019,7,30,5,16,16,27.16,102.86,19,3.4,30/7/2019 5:16
1015,2019,8,7,19,25,16,33.6,105.74,9,3.2,7/8/2019 19:25
1016,2019,8,13,6,31,53,28.37,104.87,10,4.3,13/8/2019 6:31
1017,2019,8,18,20,41,19,28.44,104.78,6,3.3,18/8/2019 20:41
1018,2019,9,1,9,4,50,28.5,98.85,8,3,1/9/2019 9:04
1019,2019,9,2,0,23,45,35.9,104.18,13,3.4,2/9/2019 0:23
1020,2019,9,6,15,25,34,28.45,104.78,7,4.1,6/9/2019 15:25
1021,2019,9,8,6,42,14,29.58,104.82,10,5.4,8/9/2019 6:42
1022,2019,9,8,6,45,51,29.62,104.82,2,3.3,8/9/2019 6:45
1023,2019,9,8,6,46,3,29.59,104.83,4,3.1,8/9/2019 6:46
1024,2019,9,8,10,36,22,29.48,104.51,7,4.2,8/9/2019 10:36
1025,2019,9,10,1,27,43,29.54,104.51,10,4,10/9/2019 1:27
1026,2019,9,12,20,17,54,28.41,104.8,10,4,12/9/2019 20:17
1027,2019,9,17,0,14,7,31.76,103.19,18,3.4,17/9/2019 0:14
1028,2019,9,21,0,33,10,28.24,102.23,12,3.6,21/9/2019 0:33
1029,2019,10,1,4,51,52,30.61,100.38,21,3.3,1/10/2019 4:51
1030,2019,10,9,23,41,9,29.57,104.81,8,3.3,9/10/2019 23:41
1031,2019,10,21,8,25,38,28.37,104.93,3,3.5,21/10/2019 8:25
1032,2019,10,21,11,52,52,30.07,101.89,13,3.2,21/10/2019 11:52
1033,2019,10,28,1,56,49,35.14,102.71,10,5.6,28/10/2019 1:56
1034,2019,10,31,16,3,34,29.07,102.35,21,3.6,31/10/2019 16:03
1035,2019,11,7,5,46,18,28.37,104.96,5,3.2,7/11/2019 5:46
1036,2019,11,10,6,46,53,28.2,105.03,10,4.1,10/11/2019 6:46
1037,2019,11,10,21,28,6,28.44,104.74,7,3.3,10/11/2019 21:28
1038,2019,11,17,6,37,38,31.22,103.56,22,3.5,17/11/2019 6:37
1039,2019,11,17,12,2,37,35.17,102.76,8,3.8,17/11/2019 12:02
1040,2019,11,19,4,14,16,28.23,100.62,14,4,19/11/2019 4:14
1041,2019,11,27,21,3,3,28.4,105.01,10,4.1,27/11/2019 21:03
1042,2019,11,30,23,58,51,27.68,100.93,15,3.5,30/11/2019 23:58
1043,2019,12,9,15,20,56,31.7,104.28,10,4.6,9/12/2019 15:20
1044,2019,12,18,8,14,6,29.6,104.83,14,5.1,18/12/2019 8:14
1045,2019,12,19,3,37,40,31.6,104.22,15,3.1,19/12/2019 3:37
1046,2019,12,20,8,52,3,29.49,104.54,3,3.1,20/12/2019 8:52
1047,2019,12,21,15,35,30,29.48,104.54,3,3.1,21/12/2019 15:35
1048,2019,12,22,0,1,29,29.99,103.2,33,3.1,22/12/2019 0:01
1049,2019,12,22,4,39,28,36.15,98.94,9,3.3,22/12/2019 4:39
1050,2019,12,26,18,45,16,28.44,104.82,4,3.2,26/12/2019 18:45
1051,2019,12,27,3,24,56,32.29,105.01,14,3.8,27/12/2019 3:24
1052,2019,12,29,8,47,13,28.38,104.97,13,4.2,29/12/2019 8:47
1053,2020,1,1,2,48,22,29.49,104.53,5,3.3,1/1/2020 2:48
1054,2020,1,1,11,1,58,29.02,105.01,21,4.2,1/1/2020 11:01
1055,2020,1,8,1,9,39,28.25,104.93,10,4.2,8/1/2020 1:09
1056,2020,1,14,5,31,55,28.24,98.64,7,3.2,14/1/2020 5:31
1057,2020,1,22,15,8,35,31.68,103.12,20,4.6,22/1/2020 15:08
1058,2020,1,23,22,26,31,33.05,98.93,10,4.4,23/1/2020 22:26
1059,2020,1,23,22,57,27,31.67,103.12,18,3,23/1/2020 22:57
1060,2020,1,23,23,30,36,33,98.93,12,3.7,23/1/2020 23:30
1061,2020,1,27,18,55,47,28.84,105.1,11,3.1,27/1/2020 18:55
1062,2020,1,29,22,0,43,32.09,103.49,15,3.1,29/1/2020 22:00
1063,2020,1,30,4,20,14,28.36,104.95,9,3.4,30/1/2020 4:20
1064,2020,2,2,14,35,48,32.44,105.1,22,3.1,2/2/2020 14:35
1065,2020,2,3,0,5,42,30.72,104.46,21,5,3/2/2020 0:05
1066,2020,2,3,23,55,51,28.46,104.75,8,3.7,3/2/2020 23:55
1067,2020,2,7,4,45,9,27.11,103.05,4,3.2,7/2/2020 4:45
1068,2020,2,16,4,28,20,29.48,104.5,10,4.5,16/2/2020 4:28
1069,2020,2,25,16,18,59,29.48,104.54,3,3,25/2/2020 16:18
1070,2020,2,28,7,56,18,28.09,103.52,7,3.7,28/2/2020 7:56
1071,2020,3,5,13,23,34,27.93,101.14,7,3.2,5/3/2020 13:23
1072,2020,3,6,11,34,46,32.63,105.37,17,4,6/3/2020 11:34
1073,2020,3,15,19,26,28,34.95,103.88,11,3.3,15/3/2020 19:26
1074,2020,3,17,10,30,37,28.68,104.99,13,3.5,17/3/2020 10:30
1075,2020,3,18,16,43,41,27.12,103.07,5,3.3,18/3/2020 16:43
1076,2020,4,1,20,23,25,32.99,98.9,10,5.8,1/4/2020 20:23
1077,2020,4,1,20,25,16,32.97,98.97,4,3.6,1/4/2020 20:25
1078,2020,4,2,4,33,23,33,98.89,12,3.2,2/4/2020 4:33
1079,2020,4,9,9,14,24,28.1,104.83,8,3.2,9/4/2020 9:14
1080,2020,4,18,5,35,21,33,98.9,11,3.1,18/4/2020 5:35
1081,2020,4,23,17,4,41,28.43,104.82,8,4.2,23/4/2020 17:04
1082,2020,4,27,9,37,12,28.17,104.78,7,3.2,27/4/2020 9:37
1083,2020,4,27,20,19,33,27.19,103.16,5,3.2,27/4/2020 20:19
1084,2020,5,10,15,42,28,28.14,104.77,6,3.4,10/5/2020 15:42
1085,2020,5,18,21,48,2,27.2,103.16,8,5,18/5/2020 21:48
1086,2020,5,19,4,35,54,27.19,103.15,10,3.3,19/5/2020 4:35
1087,2020,5,22,3,12,50,28.16,104.77,8,3.7,22/5/2020 3:12
1088,2020,5,26,20,34,50,29.02,103.62,19,3.8,26/5/2020 20:34
1089,2020,5,31,12,25,58,28.16,104.76,6,3.1,31/5/2020 12:25
1090,2020,6,1,12,42,5,28.15,104.74,3,3.2,1/6/2020 12:42
1091,2020,6,2,16,39,4,28.15,104.74,8,3.2,2/6/2020 16:39
1092,2020,6,3,2,57,56,31.19,100.87,12,3.6,3/6/2020 2:57
1093,2020,6,12,21,3,38,28.18,104.73,8,4,12/6/2020 21:03
1094,2020,6,21,17,40,4,33.02,98.99,3,3.1,21/6/2020 17:40
1095,2020,6,23,22,12,21,28.15,104.75,9,3.6,23/6/2020 22:12
1096,2020,6,30,1,55,8,28.16,104.75,10,3.7,30/6/2020 1:55
1097,2020,7,2,11,11,36,27.13,104.67,10,4.5,2/7/2020 11:11
1098,2020,7,2,20,44,16,28.34,104.89,5,3.3,2/7/2020 20:44
1099,2020,7,6,11,33,49,28.31,100.68,16,3.1,6/7/2020 11:33
1100,2020,7,12,15,3,25,33.59,102.95,8,4.5,12/7/2020 15:03
1101,2020,7,23,15,54,33,27.74,99.98,9,3.1,23/7/2020 15:54
1102,2020,7,24,18,9,9,28.15,104.76,9,3.3,24/7/2020 18:09
1103,2020,7,27,16,6,59,28.39,104.95,7,3.4,27/7/2020 16:06
1104,2020,8,6,17,8,13,28.41,104.87,10,3.8,6/8/2020 17:08
1105,2020,8,11,13,41,48,28.16,105.07,11,3.7,11/8/2020 13:41
1106,2020,8,14,0,30,31,28.19,105.07,10,3.1,14/8/2020 0:30
1107,2020,8,17,12,43,32,28.15,104.74,12,3,17/8/2020 12:43
1108,2020,8,22,13,36,36,28.2,104.82,8,3.1,22/8/2020 13:36
1109,2020,8,31,19,43,42,28.39,105.04,7,3.1,31/8/2020 19:43
1110,2020,9,8,13,30,14,27.12,103.1,6,3.8,8/9/2020 13:30
1111,2020,9,16,15,3,7,28.45,104.8,6,3.4,16/9/2020 15:03
1112,2020,9,22,18,45,26,30.05,103.01,30,3.1,22/9/2020 18:45
1113,2020,9,24,17,41,11,30.54,101.54,4,3.1,24/9/2020 17:41
1114,2020,9,25,21,42,39,32.07,105.17,18,3.1,25/9/2020 21:42
1115,2020,9,26,4,34,8,28.09,105.08,16,3.8,26/9/2020 4:34
1116,2020,9,26,20,40,35,30.99,103.53,14,3.4,26/9/2020 20:40
1117,2020,9,30,2,49,11,28.08,104.16,13,3.4,30/9/2020 2:49
1118,2020,10,8,6,41,5,31.57,103.04,17,3,8/10/2020 6:41
1119,2020,10,8,21,53,0,32.06,104.55,13,3.2,8/10/2020 21:53
1120,2020,10,19,23,43,42,28.19,104.73,8,3.3,19/10/2020 23:43
1121,2020,10,21,12,4,47,31.84,104.2,8,4.5,21/10/2020 12:04
1122,2020,10,22,11,3,37,31.83,104.18,20,4.8,22/10/2020 11:03
1123,2020,10,25,2,4,32,31.86,104.18,18,3.8,25/10/2020 2:04
1124,2020,10,28,11,54,31,29.51,104.54,2,3.3,28/10/2020 11:54
1125,2020,10,29,4,52,46,27.14,103.93,10,3.2,29/10/2020 4:52
1126,2020,10,31,14,38,8,32.09,105.17,18,3.5,31/10/2020 14:38
1127,2020,10,31,15,44,51,31.49,101,14,3,31/10/2020 15:44
1128,2020,11,7,8,23,29,28.19,104.74,5,3.6,7/11/2020 8:23
1129,2020,11,8,7,10,58,35.18,106.7,14,3.4,8/11/2020 7:10
1130,2020,11,13,3,18,12,28.18,104.72,7,4.3,13/11/2020 3:18
1131,2020,11,23,22,50,44,32.51,105.23,14,3,23/11/2020 22:50
1132,2020,12,5,22,58,12,32.29,104.95,19,3.1,5/12/2020 22:58
1133,2020,12,8,16,49,55,31.57,104.13,18,3.5,8/12/2020 16:49
1134,2020,12,12,11,47,56,28.36,104.95,7,3,12/12/2020 11:47
1135,2020,12,20,20,24,58,27.12,103.28,6,3,20/12/2020 20:24
1136,2020,12,22,5,38,32,31.37,103.87,23,3.1,22/12/2020 5:38
1137,2020,12,24,7,51,49,34.15,98.32,7,4.5,24/12/2020 7:51
1138,2020,12,24,21,6,22,35.96,100.1,9,3.1,24/12/2020 21:06
1139,2020,12,28,20,46,8,33.85,104.48,10,3.9,28/12/2020 20:46
